post_id,user,ts,text,hashtags
p1_03437,user_0155,2025-08-26 13:38:40,Orquestación de pipelines con Airflow,#delta
p1_03438,user_0136,2025-08-26 11:57:13,Aprendiendo Spark para procesar datos masivos,#gpu
p1_03439,user_0110,2025-08-26 15:17:45,Optimización con broadcast joins y cache,#analytics
p1_03440,user_0148,2025-08-26 14:55:39,Buenas prácticas en pipelines distribuidos,#etl #ai #gpu
p1_03441,user_0171,2025-08-26 08:38:12,Probando UDFs y funciones ventana en Spark SQL,#iot
p1_03442,user_0186,2025-08-26 16:00:09,¿Cuál es tu librería favorita para ETL?,#hadoop
p1_03443,user_0133,2025-08-26 21:53:31,Estrategias para detectar tendencias en redes,#etl #iot
p1_03444,user_0016,2025-08-26 15:25:52,Checkpointing y tolerancia a fallos en streaming,#delta #streaming #etl
p1_03445,user_0284,2025-08-26 09:48:25,ML y NLP avanzan cada semana,#streaming #python
p1_03446,user_0239,2025-08-26 12:49:33,ML y NLP avanzan cada semana,#hadoop
p1_03447,user_0149,2025-08-26 11:53:08,¿Usas Kafka o colas para ingesta?,#lakehouse #python
p1_03448,user_0072,2025-08-26 08:16:33,Delta y formatos columnares mejoran el rendimiento,#ai
p1_03449,user_0044,2025-08-26 18:27:38,Optimización con broadcast joins y cache,#mlops
p1_03450,user_0048,2025-08-26 21:25:51,Comparando Parquet vs CSV en data lakes,#deeplearning
p1_03451,user_0041,2025-08-26 11:32:00,Orquestación de pipelines con Airflow,#streaming #spark #hadoop
p1_03452,user_0060,2025-08-26 18:51:35,Comparando Parquet vs CSV en data lakes,#bigdata #etl #cloud #spark
p1_03453,user_0210,2025-08-26 21:11:57,Novedades en streaming con ventanas de tiempo,#iot
p1_03454,user_0185,2025-08-26 20:27:58,Tips de optimización en PySpark y particionado,#lakehouse #opensource #deeplearning #bigdata
p1_03455,user_0266,2025-08-26 13:14:03,Optimización con broadcast joins y cache,#bigdata #streaming
p1_03456,user_0233,2025-08-26 12:26:23,Tips de optimización en PySpark y particionado,#gpu #ai #etl
p1_03457,user_0151,2025-08-26 12:31:48,Aprendiendo Spark para procesar datos masivos,#devops
p1_03458,user_0118,2025-08-26 16:39:23,Checkpointing y tolerancia a fallos en streaming,#spark
p1_03459,user_0299,2025-08-26 11:49:16,Delta y formatos columnares mejoran el rendimiento,#hadoop
p1_03460,user_0010,2025-08-26 11:42:29,Novedades en streaming con ventanas de tiempo,#lakehouse #bigdata
p1_03461,user_0274,2025-08-26 16:00:07,Delta y formatos columnares mejoran el rendimiento,#spark
p1_03462,user_0065,2025-08-26 14:41:33,Optimización con broadcast joins y cache,#gpu #datascience #streaming
p1_03463,user_0132,2025-08-26 11:56:26,Novedades en streaming con ventanas de tiempo,#iot
p1_03464,user_0194,2025-08-26 17:42:45,Orquestación de pipelines con Airflow,#lakehouse #devops #spark
p1_03465,user_0275,2025-08-26 13:50:26,ML y NLP avanzan cada semana,#delta #streaming
p1_03466,user_0213,2025-08-26 12:52:04,¿Cuál es tu librería favorita para ETL?,#deeplearning #opensource #streaming
p1_03467,user_0030,2025-08-26 11:15:24,ML y NLP avanzan cada semana,#analytics #iot
p1_03468,user_0121,2025-08-26 11:41:56,Novedades en streaming con ventanas de tiempo,#python #streaming
p1_03469,user_0141,2025-08-26 09:11:12,Delta y formatos columnares mejoran el rendimiento,#deeplearning #nlp #streaming
p1_03470,user_0012,2025-08-26 12:16:26,Delta y formatos columnares mejoran el rendimiento,#streaming
p1_03471,user_0284,2025-08-26 18:08:46,Buenas prácticas en pipelines distribuidos,#datascience
p1_03472,user_0057,2025-08-26 21:31:52,Aprendiendo Spark para procesar datos masivos,#streaming
p1_03473,user_0013,2025-08-26 19:46:19,Tips de optimización en PySpark y particionado,#etl #iot
p1_03474,user_0048,2025-08-26 11:16:53,Estrategias para detectar tendencias en redes,#nlp #ai
p1_03475,user_0177,2025-08-26 10:43:25,Optimización con broadcast joins y cache,#deeplearning #iot #ai
p1_03476,user_0019,2025-08-26 15:47:26,Comparando Parquet vs CSV en data lakes,#devops #spark
p1_03477,user_0229,2025-08-26 19:20:37,Arquitecturas de datos modernas en la nube,#analytics #streaming #etl
p1_03478,user_0134,2025-08-26 17:37:53,¿Cuál es tu librería favorita para ETL?,#hadoop #bigdata
p1_03479,user_0156,2025-08-26 21:52:30,Probando UDFs y funciones ventana en Spark SQL,#delta
p1_03480,user_0070,2025-08-26 17:46:08,Estrategias para detectar tendencias en redes,#kafka
p1_03481,user_0016,2025-08-26 10:29:44,Buenas prácticas en pipelines distribuidos,#ai #python #streaming
p1_03482,user_0093,2025-08-26 12:00:55,Delta y formatos columnares mejoran el rendimiento,#kafka #cloud
p1_03483,user_0211,2025-08-26 13:57:10,Novedades en streaming con ventanas de tiempo,#python #streaming
p1_03484,user_0137,2025-08-26 17:58:38,Optimización con broadcast joins y cache,#streaming #opensource #cloud
p1_03485,user_0075,2025-08-26 09:50:25,¿Usas Kafka o colas para ingesta?,#bigdata #mlops #iot #ai
p1_03486,user_0124,2025-08-26 14:20:44,Novedades en streaming con ventanas de tiempo,#datascience #ai
p1_03487,user_0064,2025-08-26 10:18:19,Probando UDFs y funciones ventana en Spark SQL,#datascience #iot #kafka #spark
p1_03488,user_0272,2025-08-26 15:57:44,Probando UDFs y funciones ventana en Spark SQL,#lakehouse
p1_03489,user_0065,2025-08-26 13:38:57,Buenas prácticas en pipelines distribuidos,#streaming
p1_03490,user_0110,2025-08-26 09:09:47,¿Cuál es tu librería favorita para ETL?,#mlops #etl
p1_03491,user_0062,2025-08-26 18:41:40,Optimización con broadcast joins y cache,#streaming
p1_03492,user_0285,2025-08-26 16:18:54,Comparando Parquet vs CSV en data lakes,#etl #streaming #python
p1_03493,user_0288,2025-08-26 16:51:09,Delta y formatos columnares mejoran el rendimiento,#mlops #spark
p1_03494,user_0260,2025-08-26 21:57:05,Optimización con broadcast joins y cache,#ai
p1_03495,user_0140,2025-08-26 08:36:57,Checkpointing y tolerancia a fallos en streaming,#delta #spark
p1_03496,user_0275,2025-08-26 10:38:57,ML y NLP avanzan cada semana,#deeplearning #ai
p1_03497,user_0120,2025-08-26 21:40:35,Optimización con broadcast joins y cache,#opensource #devops #gpu #python
p1_03498,user_0051,2025-08-26 16:52:51,ML y NLP avanzan cada semana,#bigdata
p1_03499,user_0222,2025-08-26 21:54:07,ML y NLP avanzan cada semana,#spark #cloud #python
p1_03500,user_0010,2025-08-26 09:47:08,¿Usas Kafka o colas para ingesta?,#python #etl
p1_03501,user_0294,2025-08-26 21:58:15,¿Usas Kafka o colas para ingesta?,#streaming #nlp
p1_03502,user_0031,2025-08-26 17:20:05,Checkpointing y tolerancia a fallos en streaming,#iot
p1_03503,user_0155,2025-08-26 16:39:00,Buenas prácticas en pipelines distribuidos,#ai
p1_03504,user_0081,2025-08-26 08:03:23,Buenas prácticas en pipelines distribuidos,#delta #bigdata
p1_03505,user_0146,2025-08-26 20:06:43,Tips de optimización en PySpark y particionado,#spark #devops #python
p1_03506,user_0259,2025-08-26 19:16:53,Novedades en streaming con ventanas de tiempo,#deeplearning
p1_03507,user_0243,2025-08-26 14:56:32,Arquitecturas de datos modernas en la nube,#mlops #bigdata #etl
p1_03508,user_0092,2025-08-26 18:37:15,¿Usas Kafka o colas para ingesta?,#lakehouse #spark #python
p1_03509,user_0027,2025-08-26 17:23:25,Checkpointing y tolerancia a fallos en streaming,#bigdata
p1_03510,user_0124,2025-08-26 18:59:05,Buenas prácticas en pipelines distribuidos,#datascience #iot #deeplearning #python
p1_03511,user_0038,2025-08-26 12:43:50,¿Usas Kafka o colas para ingesta?,#nlp #hadoop
p1_03512,user_0058,2025-08-26 11:11:39,Novedades en streaming con ventanas de tiempo,#kafka #bigdata
p1_03513,user_0114,2025-08-26 15:38:01,Estrategias para detectar tendencias en redes,#streaming #python
p1_03514,user_0240,2025-08-26 17:31:29,ML y NLP avanzan cada semana,#mlops #devops #spark
p1_03515,user_0144,2025-08-26 14:49:04,Checkpointing y tolerancia a fallos en streaming,#python #opensource
p1_03516,user_0234,2025-08-26 10:11:55,Optimización con broadcast joins y cache,#bigdata #python
p1_03517,user_0256,2025-08-26 15:07:32,Optimización con broadcast joins y cache,#spark #deeplearning
p1_03518,user_0265,2025-08-26 15:12:47,Delta y formatos columnares mejoran el rendimiento,#lakehouse #kafka #cloud
p1_03519,user_0055,2025-08-26 13:43:50,Arquitecturas de datos modernas en la nube,#python #hadoop #spark
p1_03520,user_0102,2025-08-26 09:57:01,Delta y formatos columnares mejoran el rendimiento,#lakehouse
p1_03521,user_0237,2025-08-26 17:26:17,Delta y formatos columnares mejoran el rendimiento,#delta
p1_03522,user_0059,2025-08-26 20:20:30,Checkpointing y tolerancia a fallos en streaming,#cloud #python
p1_03523,user_0035,2025-08-26 11:14:38,Probando UDFs y funciones ventana en Spark SQL,#bigdata
p1_03524,user_0262,2025-08-26 20:23:01,Delta y formatos columnares mejoran el rendimiento,#deeplearning #etl
p1_03525,user_0164,2025-08-26 20:11:48,Probando UDFs y funciones ventana en Spark SQL,#bigdata #streaming
p1_03526,user_0152,2025-08-26 21:47:33,¿Cuál es tu librería favorita para ETL?,#kafka
p1_03527,user_0249,2025-08-26 09:53:38,Novedades en streaming con ventanas de tiempo,#cloud #spark
p1_03528,user_0181,2025-08-26 15:27:27,¿Usas Kafka o colas para ingesta?,#devops
p1_03529,user_0013,2025-08-26 09:28:16,Comparando Parquet vs CSV en data lakes,#datascience #streaming
p1_03530,user_0149,2025-08-26 10:14:26,Arquitecturas de datos modernas en la nube,#kafka
p1_03531,user_0118,2025-08-26 14:46:31,Buenas prácticas en pipelines distribuidos,#iot
p1_03532,user_0139,2025-08-26 16:32:23,Tips de optimización en PySpark y particionado,#kafka #ai
p1_03533,user_0300,2025-08-26 21:07:11,Buenas prácticas en pipelines distribuidos,#opensource #bigdata
p1_03534,user_0101,2025-08-26 10:37:06,Aprendiendo Spark para procesar datos masivos,#mlops
p1_03535,user_0300,2025-08-26 11:15:46,Orquestación de pipelines con Airflow,#hadoop #analytics #deeplearning #python
p1_03536,user_0178,2025-08-26 09:07:54,Buenas prácticas en pipelines distribuidos,#delta #etl
p1_03537,user_0007,2025-08-26 16:49:11,Arquitecturas de datos modernas en la nube,#mlops
p1_03538,user_0041,2025-08-26 20:18:40,Checkpointing y tolerancia a fallos en streaming,#etl
p1_03539,user_0208,2025-08-26 19:14:36,ML y NLP avanzan cada semana,#streaming
p1_03540,user_0247,2025-08-26 15:45:47,Orquestación de pipelines con Airflow,#opensource #deeplearning #spark
p1_03541,user_0202,2025-08-26 20:53:30,Orquestación de pipelines con Airflow,#bigdata
p1_03542,user_0253,2025-08-26 20:18:22,Aprendiendo Spark para procesar datos masivos,#datascience #opensource
p1_03543,user_0166,2025-08-26 16:55:47,Comparando Parquet vs CSV en data lakes,#gpu
p1_03544,user_0163,2025-08-26 09:09:48,Delta y formatos columnares mejoran el rendimiento,#lakehouse #python
p1_03545,user_0138,2025-08-26 17:55:46,Tips de optimización en PySpark y particionado,#nlp
p1_03546,user_0094,2025-08-26 14:45:11,Estrategias para detectar tendencias en redes,#deeplearning
p1_03547,user_0255,2025-08-26 21:48:05,ML y NLP avanzan cada semana,#analytics #deeplearning #streaming
p1_03548,user_0185,2025-08-26 11:19:29,¿Usas Kafka o colas para ingesta?,#mlops #hadoop #etl
p1_03549,user_0213,2025-08-26 08:29:50,Optimización con broadcast joins y cache,#lakehouse #etl
p1_03550,user_0275,2025-08-26 18:07:53,Orquestación de pipelines con Airflow,#mlops
p1_03551,user_0052,2025-08-26 08:25:37,Estrategias para detectar tendencias en redes,#mlops #spark
p1_03552,user_0261,2025-08-26 15:19:22,ML y NLP avanzan cada semana,#streaming #python
p1_03553,user_0286,2025-08-26 13:47:00,¿Cuál es tu librería favorita para ETL?,#bigdata #opensource
p1_03554,user_0256,2025-08-26 08:23:04,Delta y formatos columnares mejoran el rendimiento,#datascience #ai
p1_03555,user_0270,2025-08-26 20:56:33,Delta y formatos columnares mejoran el rendimiento,#analytics #spark #ai
p1_03556,user_0092,2025-08-26 15:09:52,Arquitecturas de datos modernas en la nube,#etl
p1_03557,user_0237,2025-08-26 08:25:45,Delta y formatos columnares mejoran el rendimiento,#lakehouse #spark
p1_03558,user_0065,2025-08-26 15:50:10,Comparando Parquet vs CSV en data lakes,#spark
p1_03559,user_0142,2025-08-26 19:50:50,Delta y formatos columnares mejoran el rendimiento,#opensource #streaming #lakehouse
p1_03560,user_0262,2025-08-26 17:24:35,Orquestación de pipelines con Airflow,#ai #devops #etl #streaming
p1_03561,user_0294,2025-08-26 11:46:11,ML y NLP avanzan cada semana,#python
p1_03562,user_0208,2025-08-26 14:35:45,¿Cuál es tu librería favorita para ETL?,#deeplearning #devops
p1_03563,user_0228,2025-08-26 08:32:34,Comparando Parquet vs CSV en data lakes,#python
p1_03564,user_0196,2025-08-26 20:32:34,Novedades en streaming con ventanas de tiempo,#cloud #spark
p1_03565,user_0036,2025-08-26 20:11:12,Aprendiendo Spark para procesar datos masivos,#bigdata #ai #gpu
p1_03566,user_0044,2025-08-26 09:04:31,Comparando Parquet vs CSV en data lakes,#bigdata #etl
p1_03567,user_0249,2025-08-26 14:13:15,Aprendiendo Spark para procesar datos masivos,#mlops #analytics
p1_03568,user_0287,2025-08-26 14:33:38,Estrategias para detectar tendencias en redes,#etl
p1_03569,user_0239,2025-08-26 13:22:13,Orquestación de pipelines con Airflow,#kafka #hadoop #bigdata
p1_03570,user_0256,2025-08-26 19:29:47,Orquestación de pipelines con Airflow,#spark #ai
p1_03571,user_0274,2025-08-26 18:05:16,Checkpointing y tolerancia a fallos en streaming,#etl #hadoop
p1_03572,user_0089,2025-08-26 19:39:40,Arquitecturas de datos modernas en la nube,#gpu #spark
p1_03573,user_0228,2025-08-26 12:06:57,Arquitecturas de datos modernas en la nube,#cloud
p1_03574,user_0164,2025-08-26 13:57:11,¿Cuál es tu librería favorita para ETL?,#bigdata #opensource
p1_03575,user_0146,2025-08-26 13:04:48,Optimización con broadcast joins y cache,#deeplearning #cloud #streaming
p1_03576,user_0155,2025-08-26 16:54:26,¿Cuál es tu librería favorita para ETL?,#nlp #delta #streaming
p1_03577,user_0140,2025-08-26 19:16:36,Orquestación de pipelines con Airflow,#cloud #spark
p1_03578,user_0261,2025-08-26 20:18:22,¿Cuál es tu librería favorita para ETL?,#datascience
p1_03579,user_0098,2025-08-26 19:28:32,Novedades en streaming con ventanas de tiempo,#etl
p1_03580,user_0246,2025-08-26 18:58:34,¿Usas Kafka o colas para ingesta?,#ai
p1_03581,user_0297,2025-08-26 20:18:24,Comparando Parquet vs CSV en data lakes,#deeplearning #streaming
p1_03582,user_0111,2025-08-26 16:09:24,¿Cuál es tu librería favorita para ETL?,#devops #analytics #kafka
p1_03583,user_0237,2025-08-26 21:08:14,Arquitecturas de datos modernas en la nube,#ai #streaming
p1_03584,user_0259,2025-08-26 19:28:31,ML y NLP avanzan cada semana,#analytics #python
p1_03585,user_0013,2025-08-26 08:46:10,Buenas prácticas en pipelines distribuidos,#streaming #spark
p1_03586,user_0299,2025-08-26 20:47:15,Optimización con broadcast joins y cache,#hadoop
p1_03587,user_0284,2025-08-26 14:51:44,¿Usas Kafka o colas para ingesta?,#etl #opensource
p1_03588,user_0187,2025-08-26 18:03:27,¿Usas Kafka o colas para ingesta?,#opensource #spark #datascience
p1_03589,user_0286,2025-08-26 09:36:17,Comparando Parquet vs CSV en data lakes,#gpu #devops #spark
p1_03590,user_0254,2025-08-26 18:00:43,¿Cuál es tu librería favorita para ETL?,#analytics #bigdata #delta
p1_03591,user_0112,2025-08-26 21:06:47,Checkpointing y tolerancia a fallos en streaming,#deeplearning #devops #spark
p1_03592,user_0006,2025-08-26 08:36:52,Delta y formatos columnares mejoran el rendimiento,#hadoop
p1_03593,user_0181,2025-08-26 16:30:19,Estrategias para detectar tendencias en redes,#ai #streaming
p1_03594,user_0048,2025-08-26 09:26:37,Estrategias para detectar tendencias en redes,#mlops #etl
p1_03595,user_0168,2025-08-26 17:13:09,Buenas prácticas en pipelines distribuidos,#mlops #spark #hadoop
p1_03596,user_0140,2025-08-26 19:39:31,Delta y formatos columnares mejoran el rendimiento,#delta
p1_03597,user_0215,2025-08-26 13:35:14,Comparando Parquet vs CSV en data lakes,#opensource #gpu #python
p1_03598,user_0196,2025-08-26 10:41:56,Orquestación de pipelines con Airflow,#mlops #etl #gpu
p1_03599,user_0088,2025-08-26 18:03:32,Estrategias para detectar tendencias en redes,#iot #streaming
p1_03600,user_0180,2025-08-26 10:47:06,Tips de optimización en PySpark y particionado,#spark #ai
p1_03601,user_0267,2025-08-26 15:08:43,Probando UDFs y funciones ventana en Spark SQL,#etl #opensource #python
p1_03602,user_0240,2025-08-26 17:03:36,Novedades en streaming con ventanas de tiempo,#cloud #ai
p1_03603,user_0293,2025-08-26 19:11:41,Checkpointing y tolerancia a fallos en streaming,#kafka #streaming
p1_03604,user_0260,2025-08-26 13:29:40,¿Cuál es tu librería favorita para ETL?,#ai #hadoop #etl
p1_03605,user_0293,2025-08-26 18:55:39,Orquestación de pipelines con Airflow,#hadoop
p1_03606,user_0091,2025-08-26 11:48:54,ML y NLP avanzan cada semana,#devops
p1_03607,user_0096,2025-08-26 08:45:54,Arquitecturas de datos modernas en la nube,#streaming
p1_03608,user_0300,2025-08-26 18:06:55,ML y NLP avanzan cada semana,#nlp #streaming #etl
p1_03609,user_0208,2025-08-26 18:57:37,Checkpointing y tolerancia a fallos en streaming,#kafka #devops #spark
p1_03610,user_0056,2025-08-26 11:13:37,Novedades en streaming con ventanas de tiempo,#python
p1_03611,user_0001,2025-08-26 19:34:38,¿Cuál es tu librería favorita para ETL?,#gpu #nlp #analytics #python
p1_03612,user_0176,2025-08-26 19:30:09,Probando UDFs y funciones ventana en Spark SQL,#hadoop #cloud
p1_03613,user_0004,2025-08-26 09:24:10,Optimización con broadcast joins y cache,#datascience
p1_03614,user_0155,2025-08-26 10:00:30,Probando UDFs y funciones ventana en Spark SQL,#python #ai
p1_03615,user_0114,2025-08-26 08:47:10,Checkpointing y tolerancia a fallos en streaming,#kafka #spark
p1_03616,user_0174,2025-08-26 21:45:23,ML y NLP avanzan cada semana,#kafka #iot #etl
p1_03617,user_0239,2025-08-26 18:36:20,Comparando Parquet vs CSV en data lakes,#nlp
p1_03618,user_0295,2025-08-26 14:14:21,Probando UDFs y funciones ventana en Spark SQL,#spark #etl
p1_03619,user_0058,2025-08-26 12:18:06,ML y NLP avanzan cada semana,#opensource #etl
p1_03620,user_0279,2025-08-26 16:43:28,Aprendiendo Spark para procesar datos masivos,#spark #streaming
p1_03621,user_0250,2025-08-26 10:01:16,ML y NLP avanzan cada semana,#analytics #etl
p1_03622,user_0153,2025-08-26 11:07:21,Probando UDFs y funciones ventana en Spark SQL,#spark
p1_03623,user_0130,2025-08-26 09:14:45,Buenas prácticas en pipelines distribuidos,#lakehouse #streaming
p1_03624,user_0159,2025-08-26 21:23:24,Delta y formatos columnares mejoran el rendimiento,#etl #cloud #bigdata
p1_03625,user_0084,2025-08-26 20:19:02,Aprendiendo Spark para procesar datos masivos,#streaming #ai
p1_03626,user_0158,2025-08-26 16:21:52,Aprendiendo Spark para procesar datos masivos,#cloud #spark
p1_03627,user_0054,2025-08-26 14:16:11,Optimización con broadcast joins y cache,#ai #python
p1_03628,user_0071,2025-08-26 14:07:23,Estrategias para detectar tendencias en redes,#python #devops #spark
p1_03629,user_0023,2025-08-26 13:34:37,Probando UDFs y funciones ventana en Spark SQL,#python #kafka
p1_03630,user_0021,2025-08-26 13:45:06,¿Usas Kafka o colas para ingesta?,#gpu #lakehouse #etl
p1_03631,user_0182,2025-08-26 16:02:33,Checkpointing y tolerancia a fallos en streaming,#nlp
p1_03632,user_0287,2025-08-26 19:39:35,Novedades en streaming con ventanas de tiempo,#bigdata #etl #nlp
p1_03633,user_0265,2025-08-26 14:42:24,ML y NLP avanzan cada semana,#datascience #bigdata
p1_03634,user_0084,2025-08-26 17:12:02,Aprendiendo Spark para procesar datos masivos,#python
p1_03635,user_0169,2025-08-26 13:47:31,Novedades en streaming con ventanas de tiempo,#deeplearning #etl
p1_03636,user_0101,2025-08-26 09:27:31,Probando UDFs y funciones ventana en Spark SQL,#mlops #gpu #ai
p1_03637,user_0114,2025-08-26 09:15:00,ML y NLP avanzan cada semana,#mlops #opensource
p1_03638,user_0075,2025-08-26 16:23:20,ML y NLP avanzan cada semana,#deeplearning #python #ai
p1_03639,user_0235,2025-08-26 11:04:37,Comparando Parquet vs CSV en data lakes,#kafka
p1_03640,user_0171,2025-08-26 12:53:24,Arquitecturas de datos modernas en la nube,#gpu #bigdata
p1_03641,user_0284,2025-08-26 20:18:06,Optimización con broadcast joins y cache,#lakehouse #spark
p1_03642,user_0255,2025-08-26 13:37:50,Probando UDFs y funciones ventana en Spark SQL,#ai #iot #spark
p1_03643,user_0216,2025-08-26 19:56:40,Comparando Parquet vs CSV en data lakes,#mlops #streaming
p1_03644,user_0286,2025-08-26 09:22:42,Orquestación de pipelines con Airflow,#devops #streaming
p1_03645,user_0065,2025-08-26 21:35:12,Orquestación de pipelines con Airflow,#streaming #iot #bigdata
p1_03646,user_0230,2025-08-26 21:30:09,Buenas prácticas en pipelines distribuidos,#devops #opensource #lakehouse
p1_03647,user_0154,2025-08-26 08:03:49,Orquestación de pipelines con Airflow,#python #analytics
p1_03648,user_0045,2025-08-26 10:55:38,Checkpointing y tolerancia a fallos en streaming,#hadoop
p1_03649,user_0090,2025-08-26 21:22:03,Estrategias para detectar tendencias en redes,#bigdata
p1_03650,user_0040,2025-08-26 08:48:30,Checkpointing y tolerancia a fallos en streaming,#gpu #bigdata
p1_03651,user_0236,2025-08-26 21:32:28,ML y NLP avanzan cada semana,#analytics #nlp
p1_03652,user_0255,2025-08-26 19:49:45,Arquitecturas de datos modernas en la nube,#nlp #ai
p1_03653,user_0276,2025-08-26 08:01:28,¿Usas Kafka o colas para ingesta?,#analytics
p1_03654,user_0296,2025-08-26 21:31:57,Tips de optimización en PySpark y particionado,#streaming
p1_03655,user_0109,2025-08-26 17:04:22,Arquitecturas de datos modernas en la nube,#kafka #spark
p1_03656,user_0082,2025-08-26 13:20:54,ML y NLP avanzan cada semana,#python #opensource #ai
p1_03657,user_0257,2025-08-26 15:44:23,ML y NLP avanzan cada semana,#mlops #python
p1_03658,user_0187,2025-08-26 12:13:40,Delta y formatos columnares mejoran el rendimiento,#devops #lakehouse
p1_03659,user_0011,2025-08-26 08:35:43,Optimización con broadcast joins y cache,#datascience
p1_03660,user_0058,2025-08-26 12:25:56,Estrategias para detectar tendencias en redes,#kafka #spark
p1_03661,user_0065,2025-08-26 19:39:42,Arquitecturas de datos modernas en la nube,#nlp
p1_03662,user_0009,2025-08-26 21:19:39,Tips de optimización en PySpark y particionado,#cloud #bigdata
p1_03663,user_0197,2025-08-26 16:25:05,Arquitecturas de datos modernas en la nube,#nlp #cloud
p1_03664,user_0074,2025-08-26 09:44:10,Optimización con broadcast joins y cache,#bigdata
p1_03665,user_0236,2025-08-26 08:53:21,¿Cuál es tu librería favorita para ETL?,#delta #devops #streaming
p1_03666,user_0157,2025-08-26 14:36:36,Tips de optimización en PySpark y particionado,#delta
p1_03667,user_0052,2025-08-26 11:11:43,¿Cuál es tu librería favorita para ETL?,#delta #streaming
p1_03668,user_0006,2025-08-26 12:35:12,¿Usas Kafka o colas para ingesta?,#kafka #bigdata
p1_03669,user_0285,2025-08-26 12:44:27,Buenas prácticas en pipelines distribuidos,#kafka #python
p1_03670,user_0280,2025-08-26 12:32:55,Delta y formatos columnares mejoran el rendimiento,#datascience #cloud #python
p1_03671,user_0202,2025-08-26 13:12:41,¿Usas Kafka o colas para ingesta?,#iot
p1_03672,user_0147,2025-08-26 18:03:27,Orquestación de pipelines con Airflow,#analytics #mlops #datascience #spark
p1_03673,user_0253,2025-08-26 18:34:21,Probando UDFs y funciones ventana en Spark SQL,#spark #bigdata #devops
p1_03674,user_0040,2025-08-26 09:16:56,Tips de optimización en PySpark y particionado,#analytics #etl
p1_03675,user_0025,2025-08-26 08:08:58,Estrategias para detectar tendencias en redes,#spark #bigdata #analytics
p1_03676,user_0032,2025-08-26 17:09:46,¿Cuál es tu librería favorita para ETL?,#cloud #python #nlp
p1_03677,user_0207,2025-08-26 12:52:05,Optimización con broadcast joins y cache,#mlops
p1_03678,user_0023,2025-08-26 19:04:07,Aprendiendo Spark para procesar datos masivos,#hadoop
p1_03679,user_0019,2025-08-26 18:46:14,Orquestación de pipelines con Airflow,#analytics
p1_03680,user_0068,2025-08-26 11:01:31,¿Cuál es tu librería favorita para ETL?,#opensource #ai
p1_03681,user_0164,2025-08-26 12:33:49,Tips de optimización en PySpark y particionado,#devops #python
p1_03682,user_0151,2025-08-26 13:58:43,Optimización con broadcast joins y cache,#nlp
p1_03683,user_0260,2025-08-26 15:28:28,Probando UDFs y funciones ventana en Spark SQL,#opensource
p1_03684,user_0230,2025-08-26 10:41:05,¿Usas Kafka o colas para ingesta?,#streaming #cloud
p1_03685,user_0030,2025-08-26 21:18:32,Aprendiendo Spark para procesar datos masivos,#streaming #ai #devops #python
p1_03686,user_0213,2025-08-26 17:48:06,Delta y formatos columnares mejoran el rendimiento,#lakehouse #analytics
p1_03687,user_0265,2025-08-26 13:08:14,Comparando Parquet vs CSV en data lakes,#delta #python #streaming
p1_03688,user_0261,2025-08-26 09:19:08,Arquitecturas de datos modernas en la nube,#opensource #ai
p1_03689,user_0260,2025-08-26 20:37:00,Buenas prácticas en pipelines distribuidos,#devops #bigdata
p1_03690,user_0289,2025-08-26 11:48:34,Optimización con broadcast joins y cache,#spark #ai
p1_03691,user_0062,2025-08-26 14:44:19,Orquestación de pipelines con Airflow,#python #streaming #deeplearning
p1_03692,user_0111,2025-08-26 15:39:46,ML y NLP avanzan cada semana,#streaming #cloud #iot
p1_03693,user_0093,2025-08-26 21:57:40,Orquestación de pipelines con Airflow,#gpu #nlp #datascience #bigdata
p1_03694,user_0028,2025-08-26 21:39:11,Buenas prácticas en pipelines distribuidos,#streaming
p1_03695,user_0138,2025-08-26 15:00:49,Comparando Parquet vs CSV en data lakes,#nlp
p1_03696,user_0111,2025-08-26 11:50:33,¿Usas Kafka o colas para ingesta?,#nlp #iot
p1_03697,user_0296,2025-08-26 08:29:07,Probando UDFs y funciones ventana en Spark SQL,#devops #datascience
p1_03698,user_0256,2025-08-26 16:32:54,Novedades en streaming con ventanas de tiempo,#spark
p1_03699,user_0017,2025-08-26 19:27:32,Optimización con broadcast joins y cache,#opensource
p1_03700,user_0020,2025-08-26 16:07:04,Checkpointing y tolerancia a fallos en streaming,#mlops
p1_03701,user_0184,2025-08-26 20:04:25,Tips de optimización en PySpark y particionado,#python #nlp #streaming
p1_03702,user_0221,2025-08-26 10:36:19,Tips de optimización en PySpark y particionado,#nlp #spark
p1_03703,user_0142,2025-08-26 09:52:13,Comparando Parquet vs CSV en data lakes,#mlops #deeplearning
p1_03704,user_0048,2025-08-26 14:12:40,Aprendiendo Spark para procesar datos masivos,#delta
p1_03705,user_0061,2025-08-26 18:42:38,¿Cuál es tu librería favorita para ETL?,#hadoop #spark
p1_03706,user_0019,2025-08-26 14:09:14,Checkpointing y tolerancia a fallos en streaming,#ai #etl
p1_03707,user_0155,2025-08-26 15:38:01,Delta y formatos columnares mejoran el rendimiento,#ai
p1_03708,user_0214,2025-08-26 19:13:30,Tips de optimización en PySpark y particionado,#gpu #analytics #mlops #etl
p1_03709,user_0125,2025-08-26 19:47:16,ML y NLP avanzan cada semana,#deeplearning #python
p1_03710,user_0133,2025-08-26 21:07:40,Delta y formatos columnares mejoran el rendimiento,#devops
